,At,Sentimen,Review,Bintang,Aspek,data_cleaned
873,2019-10-09 08:14:35,-1,"Kesel banget ... Pengennya dipermudah menggunakan aplikasi. Eh malah tambah sulit, setiap buka aplikasi ada pemberitahuan scan barcode terus, dihilangin gak bisa, digeser gak bisa. Ribet ....",1,Tampilan,kesal sekali pengennya dipermudah menggunakan aplikasi lalu menjadi tambah sulit setiap buka aplikasi ada pemberitahuan scan barcode terus dihilangin tidak bisa digeser tidak bisa sulit
874,2019-10-09 05:28:28,-1,"Kenapa sihh gak bisa sign up, sign up padahal lagi butuh banget, pliss sociolla 😭😭",1,Tampilan,mengapa sih tidak bisa sign up sign up padahal sedang butuh sekali please sociola
875,2019-10-09 05:03:36,1,Sangat membantu dalam mengenali diri sendiri khususnya dlm hal estetika,5,Lainnya,sangat membantu dalam mengenali diri sendiri khususnya dalam hal estetika
876,2019-10-09 03:30:11,1,Aplikasi yg bagus untuk beli kebutuhan skincare,5,Produk,aplikasi yang bagus untuk membeli kebutuhan skincare
877,2019-10-08 17:39:18,1,Awesome,5,Lainnya,awesome
878,2019-10-08 12:19:42,0,Semenjak di perbarui menunya ada yg gak bisa di buka,3,Tampilan,semenjak di perbarui menunya ada yang tidak bisa di buka
879,2019-10-08 11:32:32,1,Bagus siii. Tapi lemotttt +++ padahal kuota masih banyak dipake apk lain juga lancar,4,Lainnya,bagus sii tetapi lama padahal kuota masih banyak dipakai aplikasi lain juga lancar
880,2019-10-08 09:57:31,1,Dengan soco gue bisa update make up setiap hari keren aplikasinya juara dehhh,5,Produk,dengan soco saya bisa update make up setiap hari keren aplikasinya juara deh
881,2019-10-08 08:15:55,0,kenapa app nya lambat bgt jaringan wifi kencang buka apa apa kencang giliran buka sociolla lemot parah bolak balik disitu aja jdi gk nyaman mau berbelanja....,3,Lainnya,mengapa aplikasi nya lambat sekali jaringan wifi kencang buka apa apa kencang saat buka sociola lama parah balik kembali disitu saja jadi tidak nyaman ingin berbelanja
882,2019-10-08 07:55:45,0,"Buset update terus appnya, bary beberapa kali sih, kecewa sama soco ini, 1. Ketika barang gak nyampe2 2. Ketika buy1 get 1 dapetnya cuma satu 😂 Plis perbaikilah, gw sangat suka belanja disini. Tapi gw wajarin, karena pastinya banyak orang belanja dan pas di gw suka banyak lupanya😁",3,Layanan,buset update terus aplikasi bary beberapa kali sih kecewa sama soco ini ketika barang tidak sampai sampai ketika buy1 get dapetnya hanya satu please perbaikilah saya sangat suka belanja disini tetapi saya wajarkan karena pastinya banyak orang belanja dan saat di saya suka banyak lupanya
883,2019-10-08 07:07:35,1,"Baguuussss, karna kita bisa liat produt sesuai dengan jenis wajah kita, kita juga bisa scan productnya biar lebih aman",5,Tampilan,bagus karena kita bisa melihat produt sesuai dengan jenis wajah kita kita juga bisa scan productnya supaya lebih aman
884,2019-10-08 00:17:48,-1,"Baru juga download, udah minta update 😥",1,Tampilan,baru juga download udah pinta update
885,2019-10-07 22:34:29,-1,"Penasaran, maintenance aplikasinya ini gimana ya? Ada QAnya kah untuk aplikasi sociolla ini? Krn banyak bug yg saya temuin, dan apakah developerrnya/QAnya melakukan performance testing? Krn aplikasinya sangat lamban sekali:( saya kira koneksi saya yg kurang bagus. Padahal saya selalu rajin cek sociolla untuk melihat lihat review product yg ingin saya beli dan biasanya promonya banyak yg menarik. Tp gregetan:(",2,Layanan,penasaran maintenance aplikasinya ini bagaimana ya ada qanya kah untuk aplikasi sociola ini karena banyak bug yang saya temuin dan apakah developerrnya qanya melakukan performance testing karena aplikasinya sangat lambat sekali saya pikir koneksi saya yang kurang bagus padahal saya selalu rajin cek sociola untuk melihat melihat review product yang ingin saya membeli dan biasanya promonya banyak yang menarik tetapi kesal
886,2019-10-07 20:22:45,-1,"Ini kenapa sociolla makin kesini untuk diakses susah sekali, saya mau liat orderan saya yg sudah saya pesan sudah sampai mana jadi ga bisa! Saya tidak bisa melihat history orderan saya. Padahal saya sudah pakai wifi, sampai pakai paket internet sendiri, sudah hapus chache samapi uninstal install ulang kembali, log out log in berulang2, sudah update terus jika aplikasinya butuh permbaruan,, tapi tetap tidak bisa liat histori orderan. Mohon diperbaikin ini!",2,Layanan,ini mengapa sociola makin kesini untuk diakses sulit sekali saya ingin melihat orderan saya yang sudah saya pesan sudah sampai dimana jadi tidak bisa saya tidak bisa melihat histori orderan saya padahal saya sudah pakai wifi sampai pakai paket internet sendiri sudah hapus chache samapi uninstall install ulang kembali log out log ini berulang ulang sudah update terus jika aplikasinya butuh perbaruan tetapi tetap tidak bisa melihat histori orderan mohon diperbaiki ini
887,2019-10-07 19:29:01,-1,"Brand bnyak yg g bisa di klik, error mulu, mau cek status order aja g bisa selalu error .",1,Tampilan,brand banyak yang tidak bisa di klik error terus ingin cek status order saja tidak bisa selalu error
888,2019-10-07 19:18:06,1,Worth it bgt banyak discount tentunya meskipun pengiriman lama karna emng sistemnya produk dikirim 3hr setelah order hehe ❤️❤️❤️,4,Layanan,worth it sekali banyak discount tentunya meskipun pengiriman lama karena memang sistemnya produk dikirim hari setelah order tertawa
889,2019-10-07 18:59:37,1,ok,5,Lainnya,oke
890,2019-10-07 18:46:12,1,Thankyouuu soco,5,Lainnya,terima kasih soco
891,2019-10-07 17:19:16,0,"belakang ini susah bgt d buka bagian ""order history"" nya padahal mau liat gmn status orderan ku.. padahal buka aplikasinya aman aja.. cumen lelet bgt dan bahkan selalu error pas buka bagian order history, di bilang koneksi internet ku lemah, padahal koneksinya kenceng bgt... mohon tolong d perbaiki y kak, sama kalo bisa yg bagian order nya itu di tmbahin biar spesifik, jadi kita tahu lebih jelas orderannya udh dmna2nya... terimakasih",3,Tampilan,belakang ini sulit sekali di buka bagian order histori nya padahal ingin melihat bagaimana status orderan saya padahal buka aplikasinya aman saja hanya lambat sekali dan bahkan selalu error saat buka bagian order histori di bilang koneksi internet saya lemah padahal koneksinya kencang sekali mohon tolong di perbaiki ya kakak sama kalau bisa yang bagian order nya itu di tambahkan supaya spesifik jadi kita tahu lebih jelas orderannya sudah dimana mananya terima kasih
892,2019-10-07 15:44:56,-1,"Wadaaaw, super leleeeet",1,Lainnya,wah super lambat
893,2019-10-07 15:11:24,-1,Aplikasinya Lemot,1,Lainnya,aplikasinya lama
894,2019-10-07 11:56:55,1,Aplikasi yg trusted bgt buat belanja dan royal ongkir,5,Layanan,aplikasi yang trusted sekali untuk belanja dan royal ongkir
895,2019-10-07 10:48:29,-1,Suka sih blanja di sociolla.. Tpi bencinya..stiap buka minta upgrade melulu Malas bgt sumpah😕😓😓😓,1,Tampilan,suka sih belanja di sociola tetapi bencinya .. stiap buka pinta upgrade selalu malas sekali sumpah
896,2019-10-07 08:42:54,1,Seneng klo lg ada diskon hehe,5,Layanan,senang kalau lagi ada diskon tertawa
897,2019-10-07 08:39:41,-1,"Saya kasih bintang lima lagi nanti setelah barang Order Number :HBXIMYEVG saya sampai ,sudah lebih dri satu minggu 😭 dan saya belanja lebih dari 5 item..sedikit kecewa sih",1,Layanan,saya memberi bintang lima sedang nanti setelah barang order number hbximyevg saya sampai sudah lebih dari satu minggu dan saya belanja lebih dari item .. sedikit kecewa sih
898,2019-10-07 07:37:37,1,trusted banget. ori barangnya. gampang bgt gunain appsnya untuk belanja. sering2 ngasih voucher ya,4,Produk,trusted sekali original barangnya mudah sekali gunakan aplikasi untuk belanja sering sering memberi voucher ya
899,2019-10-07 04:48:28,1,Aplikasi cocok banget buat kamu yang suka dunia skin care,5,Produk,aplikasi cocok sekali untuk kamu yang suka dunia skin care
900,2019-10-07 03:41:33,1,"Soco bagus, desain aplikasi semakin menarik, banyak promo yang menguntungkan dan selalu ada inovasi baru",5,Layanan,soco bagus desain aplikasi semakin menarik banyak promo yang menguntungkan dan selalu ada inovasi baru
901,2019-10-07 01:47:42,1,Mantappp,5,Lainnya,mantap
902,2019-10-06 22:45:19,0,Update mulukkk sihh..... Belum ad.sebulan udh update berkali2 🤔,3,Tampilan,update terus sih belum ad.sebulan sudah update berkali kali
903,2019-10-06 16:01:27,1,Baguss,5,Lainnya,bagus
904,2019-10-06 10:32:45,1,Ok,5,Lainnya,oke
905,2019-10-06 09:13:43,-1,Aplikasi ngga berguna. Sering logout sendiri berulang-ulang. Mana pengiriman lama lagi. Mending beli di Shopee atau JD.ID,1,Tampilan,aplikasi tidak berguna selalu logout sendiri berulang ulang dimana pengiriman lama sedang seharusnya membeli di shopee atau jd.id
906,2019-10-06 04:41:58,1,😁😁😁😁,5,Lainnya,
907,2019-10-06 03:37:34,1,Bagus,4,Lainnya,bagus
908,2019-10-06 01:19:06,-1,Sociolla?!! Entah apa yg merasuki muuu😭 ko minta apdet mulu pdhl udh di updet brp minggu lalu jd menyulitkan cs nih ya monmaap🙃,1,Tampilan,sociola entah apa yang merasuki muu kok pinta update terus padahal sudah di update berapa minggu lalu menjadi menyulitkan customer service nih ya monmaap
909,2019-10-06 00:56:12,1,Suka!,5,Lainnya,suka
910,2019-10-06 00:14:18,1,Bermanfaat banget,5,Lainnya,bermanfaat sekali
911,2019-10-06 00:10:44,0,"Kok kayanya sering bgt update sih, bikin gak nyaman aja",3,Tampilan,kok sepertinya selalu sekali update sih membuat tidak nyaman saja
912,2019-10-05 22:51:04,-1,"Aplikasihnya kalau dibuka slalu minta diupdate terus, sebel.",1,Tampilan,aplikasinya kalau dibuka selalu pinta diupdate terus kesal
913,2019-10-05 22:32:28,1,Keren aplikasinya,5,Lainnya,keren aplikasinya
914,2019-10-05 22:31:52,1,Bagus,4,Lainnya,bagus
915,2019-10-05 22:25:39,-1,Kenapa stuck di scan code qr? Gabisa kemana mana nih. Yampun. Bintng 1 dulu,1,Tampilan,mengapa stuck di scan code qr tidak bisa dimana dimana nih ya ampun bintang dulu
916,2019-10-05 22:15:52,1,Baguuisss,5,Lainnya,bagus
917,2019-10-05 21:09:07,-1,"kenapa sih pas dibuka sllux minta diupgrade, huuff payah",2,Tampilan,mengapa sih saat dibuka selalu pinta diupgrade kecewa payah
918,2019-10-05 20:46:54,1,Payment nya bisa lewat apa aja? Aku blm dnlt,5,Lainnya,payment nya bisa lewat apa saja saya belum download
919,2019-10-05 17:10:15,0,Kenapa yaa apk nya minta update trs. Hoaaaa,3,Tampilan,mengapa ya aplikasi nya pinta update terus kecewa
920,2019-10-05 16:28:53,1,i love it so much,5,Lainnya,love it so much
921,2019-10-05 16:22:21,0,Males bngt harus update tiap masuk app,3,Tampilan,males sekali harus update setiap masuk aplikasi
922,2019-10-05 14:50:01,1,Membantu aku banget yang lagi belajar merawat diri lebih baik lagi dan menjadi smart memilih produk yang aman,5,Produk,membantu saya sekali yang sedang belajar merawat diri lebih baik sedang dan menjadi smart memilih produk yang aman
923,2019-10-05 14:22:39,-1,"Aplikasinya minta di update mulu anjir, emng ada apaan si klo di update kek nya sma aja da kg ada ngaruh ngaruh nya, mlh bkin kuota abis gara"" minta di update mlu , kesel da😤",1,Tampilan,aplikasinya pinta di update terus anjir memang ada apa sih kalau di update seperti nya dengan saja dan tidak ada ngaruh ngaruh nya malah membuat kuota habis gara pinta di update mlu kesal da
924,2019-10-05 12:38:47,-1,"Gemes banget minta update mulu tiap buka apps ini. Padahal sungguh suka banget sm appsnya, barangnya good, diskonnya selalu lebih murah dr toko lain. Walau kadang waktu pengirimannya ga stabil, pernah kaget sehari udh sampe tp pernah juga 5-7 hari baru sampe. Semoga diperbaiki layaaa biar ga update muluu.",1,Layanan,gemas sekali pinta update terus setiap buka aplikasi ini padahal sungguh suka sekali dengan aplikasi barangnya good diskonnya selalu lebih murah dari toko lain walau terkadang waktu pengirimannya tidak stabil pernah terkejut sehari sudah sampe tetapi pernah juga hari baru sampe semoga diperbaiki tolong ya supaya tidak update terus
925,2019-10-05 12:26:19,-1,Update Mulu aplikasi nya,2,Tampilan,update terus aplikasi nya
926,2019-10-05 11:35:05,1,mau checkout gabisa mulu.,4,Tampilan,ingin checkout tidak bisa terus
927,2019-10-05 11:11:17,-1,Minta update terus memuarii,1,Tampilan,pinta update terus puas
928,2019-10-05 10:03:45,-1,Setiap buka aplikasinya sll minta diupdate repot banget,1,Tampilan,setiap buka aplikasinya selalu pinta diupdate sulit sekali
929,2019-10-05 08:24:20,-1,Gbisa login error input trosss,1,Tampilan,tidak bisa login error input terus
930,2019-10-05 07:08:04,1,"Soco menjual barang yg ori, saya suka menggunakan soco untuk membeli semua skincare saya dengan Harga yg sering diskon dan sering gratis ongkir keseluruh indonesia, terimakasih soco",5,Produk,soco menjual barang yang original saya suka menggunakan soco untuk membeli semua skincare saya dengan harga yang selalu diskon dan selalu gratis ongkir keseluruh indonesia terima kasih soco
931,2019-10-05 05:48:53,1,"Lumayan bagus, penanganan cepat",5,Layanan,lumayan bagus penanganan cepat
932,2019-10-04 23:01:45,1,"Membantu sekali dalam pemilihan skin care, seputar kecantikan, dan mempermudah pembelian produk-produk kecantikan. Sekaligus aplikasi terpercaya dalam hal kecantikan. Selalu memberikan prlayanan terbaik untuk pelanggannya, seperti pemberian potongan harha yang memikat hati wanita tentunya. Terima kasih Sociolla!",5,Produk,membantu sekali dalam pemilihan skin care seputar kecantikan dan mempermudah pembelian produk produk kecantikan sekaligus aplikasi terpercaya dalam hal kecantikan selalu memberikan pelayanan terbaik untuk pelanggannya seperti pemberian potongan harga yang memikat hati wanita tentunya terima memberi sociola
933,2019-10-04 21:59:38,1,Olshop terlengkap 👍,5,Produk,online shop terlengkap
934,2019-10-04 20:13:27,1,Good,5,Lainnya,good
935,2019-10-04 18:36:05,1,Memanjakan wanita jadi gak perlu keluar rumah make up yg datang ke rumah barang nya juga terjamin,5,Layanan,memanjakan wanita jadi tidak perlu keluar rumah make up yang datang ke rumah barang nya juga terjamin
936,2019-10-04 15:17:59,-1,"Sorry bintang 1, kecewa sama pengirimannya, baru kali ini belanja online selama ini prosesnya, 1 minggu pesanan diproses, hari ke 8 baru dikirim, aplikasi juga kok harus diupdate tiap minggu",1,Layanan,sorry bintang kecewa sama pengirimannya baru kali ini belanja online selama ini prosesnya minggu pesanan diproses hari ke baru dikirim aplikasi juga kok harus diupdate setiap minggu
937,2019-10-04 13:02:01,-1,"Sering banget minta update, itu ngeganggu banget setiap buka masa update mulu dongkol lama lama",1,Tampilan,selalu sekali pinta update itu mengganggu sekali setiap buka heran update terus kesal lama lama
938,2019-10-04 11:24:09,-1,Mintak updet mulu,1,Tampilan,minta update terus
939,2019-10-04 09:07:00,0,Sering banget diminta update aplikasinya,3,Tampilan,selalu sekali diminta update aplikasinya
940,2019-10-04 08:39:53,1,"Sering adain promo gede, gratis ongkir ya soco",4,Layanan,selalu adain promo gede gratis ongkir ya soco
941,2019-10-04 08:36:15,1,"Aplikasi market place kecantikan terpopuler,lengkap dengan review, mudah dipahami",5,Produk,aplikasi market place kecantikan terpopuler lengkap dengan review mudah dipahami
942,2019-10-04 05:14:31,-1,"Aplikasi yang sering force close, butuh bolak balik login dan kadang susah. Begitu order barang gak sampe, sampe skrg barang belom datang padahal udh bayar .. ini dah hari ke 5. Tulisannya order progress terus dr hari pertama sampe hari ke 5 ini. Kecewa bgt klo barang sampe gk datang.",1,Tampilan,aplikasi yang selalu force close butuh balik kembali login dan terkadang sulit begitu order barang tidak sampe sampe sekarang barang belom datang padahal sudah bayar ini deh hari ke tulisannya order progres terus dari hari pertama sampe hari ke ini kecewa sekali kalau barang sampe tidak datang
943,2019-10-04 04:36:48,1,Cpt babget pembaharuan. Baru bbrp hri kmren pembaharuan skeg pembaharuan lagi. Pdahal belanja d sink tuh enk. Keganggu ajah sma pembaharuan yg sering bangeettt.,4,Tampilan,cepat sekali pembaharuan baru beberapa hri kmren pembaharuan sekarang pembaharuan sedang padahal belanja di sini itu enak terganggu saja dengan pembaharuan yang selalu bangeett
944,2019-10-04 00:54:12,1,good,5,Lainnya,good
945,2019-10-03 23:53:18,1,"Sukaa bangettt, sangat ngebantuuu",5,Lainnya,sukaa sekali sangat membantu
946,2019-10-03 17:45:25,1,Sociolla membantu banget dalam hal membeli skincare dan make up. Nggak usah takut kw. Dijamin ori,5,Produk,sociola membantu sekali dalam hal membeli skincare dan make up tidak perlu takut palsu dijamin original
947,2019-10-03 15:32:17,1,Sudah terlalu sering beli disini sihh kalo pas ada diskin produk2 yg sering aku pake...,5,Produk,sudah terlalu selalu membeli disini sih kalau saat ada diskin produk produk yang selalu saya pakai
948,2019-10-03 15:14:36,1,"tampilannya sangat bagus dan menarik namun ada kesulitan saat mereview, banyak produk yang ga muncul.",4,Tampilan,tampilannya sangat bagus dan menarik namun ada kesulitan saat mereview banyak produk yang tidak tampak
